,Net m²,Brüt m²,Binadaki Kat Sayısı,Isıtma Tipi,Bulunduğu Kat,Bina Yaşı,Mobilya Durumu,Kullanım Durumu,Krediye Uygun,Hayvan Dostu Patili Evler,Ada,Parsel,Listing No,Gross m²,Number of Rooms,Number of Bathrooms,Floor,Suitable for Bank Loan,Number of Floors of the Building,Heating Type,Age of the Building,Furnishing Status,Usage Status,Status of the Property,Maintenance Fee,Rental Income,From Whom,Title Deed Status,House Type,"Video Home Tour
                                                                ?",Unit Exchange,Pet Friendly Paws Houses,Layout,Parcelled,Fiyat,İl,İlçe,Mahalle,Oda
108,70,85m²,4,Kombi (Doğalgaz),Kot 1,0,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1550000,İstanbul,Sancaktepe,Osmangazi, 2 + 1 
109,90,105m²,5,Kombi (Doğalgaz),1,5,Eşyasız,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,1850000,İstanbul,Sancaktepe,Kemal Türkler, 2 + 1 
110,82,100m²,6,Kombi (Doğalgaz),Bahçe katı,11-15 arası,,Kiracılı,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,1140000,İstanbul,Ümraniye,İstiklal, 2 + 1 
111,90,120m²,10-20 arası,Merkezi Sistem (Isı Payı Ölçer),7,4,Eşyasız,Kiracılı,Evet,,874,46,,,,,,,,,,,,,,,,,,,,,,,5800000,İstanbul,Kadıköy,Sahrayı Cedit, 3 + 1 
112,60,70m²,6,Kombi (Doğalgaz),Giriş Katı,2,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,925000,İstanbul,Çekmeköy,Soğukpınar, 1 + 1 
113,155,170m²,4,Kombi (Doğalgaz),3,4,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1665000,İstanbul,Sancaktepe,Fatih, 4 + 2 
114,200,220m²,8,Merkezi Sistem,2,16-20 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,11750000,İstanbul,Şişli,Teşvikiye, 4 + 1 
115,100,110m²,5,Klima,1,4,Sadece Beyaz Eşya,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,999000,İstanbul,Esenyurt,Selahaddin Eyyubi, 2 + 1 
116,110,115m²,5,Kombi (Doğalgaz),1,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,829000,İstanbul,Esenyurt,Mehterçeşme, 2 + 1 
117,115,120m²,6,Kombi (Doğalgaz),5,21-25 arası,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1200000,İstanbul,Esenler,Menderes, 3 + 1 
118,130,145m²,4,Kombi (Doğalgaz),2,0,Sadece Beyaz Eşya,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1450000,İstanbul,Beylikdüzü,Cumhuriyet, 3 + 1 
119,85,110m²,9,Merkezi Sistem (Isı Payı Ölçer),2,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2750000,İstanbul,Pendik,Yenişehir, 2 + 1 
120,115,125m²,4,Kombi (Doğalgaz),2,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1900000,İstanbul,Çekmeköy,Merkez, 3 + 1 
121,100,115m²,4,Kombi (Doğalgaz),Bahçe katı,0,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,635000,İstanbul,Esenyurt,Mehterçeşme, 2 + 1 
122,78,80m²,4,Kombi (Doğalgaz),1,1,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2150000,İstanbul,Zeytinburnu,Yeşiltepe, 2 + 1 
123,115,125m²,4,Kombi (Doğalgaz),Giriş Katı,26-30 arası,Sadece Mutfak,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,4000000,İstanbul,Üsküdar,Selimiye, 2 + 1 
124,100,110m²,5,Kalorifer (Doğalgaz),1,26-30 arası,Eşyasız,Kiracılı,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1100000,İstanbul,Güngören,Gençosman, 2 + 1 
125,80,90m²,4,Kombi (Doğalgaz),4,26-30 arası,,Kiracılı,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1080000,İstanbul,Silivri,Yeni, 2 + 1 
126,80,85m²,5,Kombi (Doğalgaz),2,16-20 arası,Sadece Mutfak,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1200000,İstanbul,Şişli,Mecidiyeköy, 2 + 1 
127,95,100m²,6,Kombi (Doğalgaz),Bahçe katı,6-10 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,494000,İstanbul,Esenyurt,Cumhuriyet, 2 + 1 
128,135,165m²,2,Kombi (Doğalgaz),Bahçe katı,4,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,7450000,İstanbul,Sarıyer,Maden, 3 + 1 
129,150,180m²,5,Kombi (Doğalgaz),5,11-15 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2250000,İstanbul,Ümraniye,Çakmak, 4 + 1 
130,200,220m²,4,,Bahçe katı,11-15 arası,Sadece Beyaz Eşya,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,23287500,İstanbul,Eyüpsultan,Göktürk Merkez, 4 + 1 
131,120,135m²,9,Kombi (Doğalgaz),Giriş Katı,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2750000,İstanbul,Ümraniye,Yukarı Dudullu, 3 + 1 
132,110,120m²,5,Kombi (Doğalgaz),2,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1450000,İstanbul,Tuzla,Aydıntepe, 2 + 1 
133,100,110m²,5,Kombi (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,679000,İstanbul,Esenyurt,Üçevler, 2 + 1 
134,110,120m²,5,Kombi (Doğalgaz),1,21-25 arası,Eşyasız,Kiracılı,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,820000,İstanbul,Esenler,Fatih, 2 + 1 
135,80,95m²,5,Kombi (Doğalgaz),1,6-10 arası,Eşyasız,Mülk Sahibi,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,1440000,İstanbul,Esenyurt,Mehterçeşme, 2 + 1 
136,110,120m²,5,Klima,2,4,Sadece Beyaz Eşya,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2485000,İstanbul,Beylikdüzü,Dereağzı, 3 + 1 
137,230,240m²,20 ve üzeri,Kombi (Doğalgaz),Bahçe katı,4,Eşyasız,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,7500000,İstanbul,Kartal,Soğanlık Yeni, 4 + 1 
138,150,165m²,6,Kalorifer (Doğalgaz),1,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1765000,İstanbul,Beylikdüzü,Kavaklı, 2 + 1 
139,102,154m²,10-20 arası,Merkezi Sistem (Isı Payı Ölçer),13,4,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2100000,İstanbul,Tuzla,Aydınlı, 3 + 1 
140,75,90m²,5,Kombi (Doğalgaz),2,0,,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,2347000,İstanbul,Ümraniye,Namık Kemal, 2 + 1 
141,130,140m²,4,Kombi (Doğalgaz),3,3,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1799000,İstanbul,Esenyurt,Güzelyurt, 3 + 2 
142,100,120m²,4,Kombi (Doğalgaz),2,4,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,899000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
143,170,230m²,8,Merkezi Sistem,2,16-20 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,7250000,İstanbul,Kadıköy,Feneryolu, 4 + 2 
144,95,100m²,3,Kombi (Doğalgaz),2,11-15 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1680000,İstanbul,Ataşehir,İçerenköy, 2 + 1 
145,190,220m²,5,Merkezi Sistem,3,40 ve üzeri,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,17000000,İstanbul,Beşiktaş,Ulus, 4 + 1 
146,88,112m²,6,Kombi (Doğalgaz),5,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1767000,İstanbul,Çekmeköy,Soğukpınar, 2 + 1 
147,48,60m²,6,Kombi (Doğalgaz),6,31-35 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2000000,İstanbul,Şişli,Ergenekon, 2 + 1 
148,130,140m²,5,Kombi (Doğalgaz),2,5,,,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1949000,İstanbul,Başakşehir,Bahçeşehir 2. Kısım, 3 + 1 
149,90,100m²,5,Kombi (Doğalgaz),Giriş Katı,4,Eşyalı (Mobilyalı),Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,975000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
150,140,150m²,3,Kombi (Doğalgaz),1,21-25 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2350000,İstanbul,Zeytinburnu,Yenidoğan, 3 + 1 
151,130,150m²,5,Merkezi Sistem (Isı Payı Ölçer),5,26-30 arası,Eşyasız,Mülk Sahibi,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,6900000,İstanbul,Şişli,Teşvikiye, 3 + 1 
152,85,95m²,5,Kombi (Doğalgaz),1,21-25 arası,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1950000,İstanbul,Şişli,Mecidiyeköy, 2 + 1 
153,135,145m²,10-20 arası,Merkezi Sistem,7,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,895000,İstanbul,Esenyurt,Talatpaşa, 3 + 1 
154,65,75m²,4,Kombi (Doğalgaz),2,4,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1435000,İstanbul,Ümraniye,Çakmak, 2 + 1 
155,95,100m²,5,Kombi (Doğalgaz),Bahçe katı,16-20 arası,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1250000,İstanbul,Ümraniye,Altınşehir, 3 + 1 
156,200,240m²,8,Klima,Bahçe katı,26-30 arası,Eşyasız,Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,4500000,İstanbul,Beykoz,Çubuklu, 4 + 1 
157,225,265m²,2,Kombi (Doğalgaz),Yüksek Giriş,11-15 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,17000000,İstanbul,Sarıyer,Maden, 4 + 1 
158,245,280m²,4,Kombi (Doğalgaz),Çatı Katı,21-25 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,13972500,İstanbul,Beşiktaş,Konaklar, 4 + 1 
159,205,245m²,4,Merkezi Sistem (Isı Payı Ölçer),2,11-15 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,9500000,İstanbul,Kadıköy,Göztepe, 5 + 1 
160,110,120m²,5,Kombi (Doğalgaz),1,21-25 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2050000,İstanbul,Küçükçekmece,Tevfik Bey, 3 + 1 
161,180,200m²,9,Klima,9,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,6000000,İstanbul,Çekmeköy,Sultançiftliği, 4 + 2 
162,220,275m²,3,Merkezi Sistem,1,21-25 arası,Eşyasız,Kiracılı,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,19750000,İstanbul,Kadıköy,Fenerbahçe, 4 + 1 
163,90,110m²,10-20 arası,Kombi (Doğalgaz),13,6-10 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1125000,İstanbul,Esenyurt,Talatpaşa, 2 + 1 
164,100,110m²,5,Kombi (Doğalgaz),4,6-10 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1400000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
165,172,244m²,3,Merkezi Sistem (Isı Payı Ölçer),1,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,32000000,İstanbul,Sarıyer,İstinye, 3 + 1 
166,95,110m²,5,Kalorifer (Doğalgaz),Bahçe katı,,,,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,700000,İstanbul,Esenyurt,Pınar, 2 + 1 
167,164,179m²,9,Kombi (Doğalgaz),7,40 ve üzeri,Eşyasız,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,5950000,İstanbul,Beşiktaş,Gayrettepe, 3 + 1 
168,172,274m²,10-20 arası,Yerden Isıtma,9,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,10200000,İstanbul,Bahçelievler,Bahçelievler, 4 + 1 
169,120,125m²,4,Kombi (Doğalgaz),3,21-25 arası,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2450000,İstanbul,Zeytinburnu,Yenidoğan, 3 + 1 
170,115,145m²,10-20 arası,Kombi (Doğalgaz),7,21-25 arası,,Kiracılı,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,4500000,İstanbul,Üsküdar,Barbaros, 3 + 1 
171,130,160m²,3,Kombi (Doğalgaz),3,40 ve üzeri,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,9950000,İstanbul,Kadıköy,Bostancı, 4 + 1 
172,85,100m²,5,Merkezi Sistem,5,0,Sadece Mutfak,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,19975000,İstanbul,Beşiktaş,Etiler, 2 + 1 
173,100,115m²,6,Kombi (Doğalgaz),1,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,634000,İstanbul,Esenyurt,Üçevler, 2 + 1 
174,200,220m²,8,Merkezi Sistem,2,16-20 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,11750000,İstanbul,Şişli,Teşvikiye, 4 + 1 
175,75,95m²,6,Kombi (Doğalgaz),1,0,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,6250000,İstanbul,Çekmeköy,Güngören, 2 + 1 
176,170,190m²,4,Kombi (Doğalgaz),4,11-15 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2325000,İstanbul,Ümraniye,Çakmak, 5 + 2 
177,80,86m²,5,Kombi (Doğalgaz),2,31-35 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2100000,İstanbul,Fatih,Seyyid Ömer, 2 + 1 
178,85,105m²,10,Kombi (Doğalgaz),1,6-10 arası,Sadece Beyaz Eşya,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2500000,İstanbul,Bağcılar,Kirazlı, 2 + 1 
179,160,205m²,4,Merkezi Sistem (Isı Payı Ölçer),2,6-10 arası,Eşyasız,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,27550000,İstanbul,Kadıköy,Fenerbahçe, 4 + 1 
180,40,55m²,20 ve üzeri,Merkezi Sistem (Isı Payı Ölçer),3,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2150000,İstanbul,Ataşehir,Örnek, 1 + 1 
181,110,120m²,8,Kombi (Doğalgaz),5,6-10 arası,Eşyasız,Kiracılı,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,3725000,İstanbul,Ümraniye,Aşağı Dudullu, 3 + 1 
182,125,150m²,10-20 arası,Kombi (Doğalgaz),10,21-25 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,4450000,İstanbul,Kadıköy,Bostancı, 3 + 1 
183,100,120m²,5,Kombi (Doğalgaz),1,1,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2770000,İstanbul,Beylikdüzü,Dereağzı, 2 + 1 
184,100,120m²,4,Kombi (Doğalgaz),2,4,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,899000,İstanbul,Beylikdüzü,Cumhuriyet, 2 + 1 
185,150,160m²,3,Kombi (Doğalgaz),En Üst Kat,11-15 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,3350000,İstanbul,Kağıthane,Sultan Selim, 4 + 2 
186,100,135m²,5,Kalorifer (Doğalgaz),4,6-10 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,3250000,İstanbul,Pendik,Sapan Bağları, 3 + 1 
187,85,105m²,5,Kalorifer (Doğalgaz),2,4,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,980000,İstanbul,Esenyurt,Güzelyurt, 2 + 1 
188,320,383m²,7,Merkezi Sistem,2,31-35 arası,Eşyasız,Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,26000000,İstanbul,Şişli,Harbiye, 4 + 1 
189,100,155m²,5,Kombi (Doğalgaz),Bahçe katı,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,999000,İstanbul,Beylikdüzü,Kavaklı, 2 + 1 
190,90,100m²,4,Kombi (Doğalgaz),1,21-25 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1350000,İstanbul,Zeytinburnu,Sümer, 2 + 1 
191,100,120m²,10-20 arası,Kombi (Doğalgaz),10,16-20 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2590000,İstanbul,Esenyurt,Barbaros Hayrettin Paşa, 3 + 1 
192,95,105m²,5,Kombi (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,747000,İstanbul,Esenyurt,Mehmet Akif Ersoy, 2 + 1 
193,115,130m²,4,Kombi (Doğalgaz),3,31-35 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,7900000,İstanbul,Beşiktaş,Bebek, 2 + 1 
194,95,105m²,10-20 arası,Kombi (Doğalgaz),9,6-10 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2750000,İstanbul,Ümraniye,Mehmet Akif, 2 + 1 
195,150,260m²,4,Kalorifer (Doğalgaz),3,5,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2630000,İstanbul,Arnavutköy,Arnavutköy Merkez, 4 + 1 
196,285,300m²,4,Merkezi Sistem,Çatı Katı,26-30 arası,Sadece Mutfak,Kiracılı,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,13500000,İstanbul,Beşiktaş,Nisbetiye, 5 + 1 
197,85,100m²,4,Kombi (Doğalgaz),3,21-25 arası,Eşyasız,Kiracılı,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,1250000,İstanbul,Ümraniye,Altınşehir, 2 + 1 
198,35,52m²,10-20 arası,Merkezi Sistem (Isı Payı Ölçer),15,1,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2000000,İstanbul,Küçükçekmece,İnönü, 1 + 1 
199,145,165m²,10-20 arası,Kombi (Doğalgaz),11,11-15 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2400000,İstanbul,Beylikdüzü,Barış, 3 + 1 
200,70,85m²,5,Kombi (Doğalgaz),1,2,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1398000,İstanbul,Bahçelievler,Çobançeşme, 2 + 1 
201,80,90m²,4,Kombi (Doğalgaz),Bahçe katı,5,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,980000,İstanbul,Esenyurt,Güzelyurt, 2 + 1 
202,95,105m²,6,Kombi (Doğalgaz),2,4,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,698000,İstanbul,Esenyurt,Üçevler, 2 + 1 
203,75,80m²,3,Kombi (Doğalgaz),Giriş Katı,0,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2150000,İstanbul,Bakırköy,Kartaltepe, 2 + 1 
204,65,82m²,10-20 arası,Kombi (Doğalgaz),5,4,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,7390000,İstanbul,Kadıköy,Fenerbahçe, 2 + 1 
205,130,150m²,,,2,16-20 arası,Eşyasız,Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,2200000,İstanbul,Şişli,Halide Edip Adıvar, 3 + 1 
206,120,145m²,8,Kombi (Doğalgaz),3,11-15 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,3250000,İstanbul,Ümraniye,Mehmet Akif, 3 + 1 
207,250,300m²,4,Kombi (Doğalgaz),En Üst Kat,26-30 arası,Eşyasız,Mülk Sahibi,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,19100000,İstanbul,Sarıyer,Tarabya, 4 + 2 
208,180,247m²,5,Merkezi Sistem (Isı Payı Ölçer),Bahçe katı,5,,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,8600000,İstanbul,Kağıthane,Merkez, 4 + 1 
209,120,140m²,4,Kombi (Doğalgaz),2,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,3450000,İstanbul,Beylikdüzü,Kavaklı, 2 + 1 
210,65,70m²,3,Kombi (Doğalgaz),Yüksek Giriş,21-25 arası,,Kiracılı,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,900000,İstanbul,Zeytinburnu,Nuripaşa, 2 + 1 
211,70,80m²,4,Kombi (Doğalgaz),Kot 1,21-25 arası,Eşyasız,Kiracılı,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,1310000,İstanbul,Üsküdar,Zeynep Kamil, 2 + 1 
212,130,140m²,4,Kombi (Doğalgaz),2,36-40 arası,Eşyasız,Kiracılı,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,8900000,İstanbul,Beşiktaş,Konaklar, 3 + 1 
213,68,79m²,5,Kombi (Doğalgaz),Giriş Katı,21-25 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,800000,İstanbul,Gaziosmanpaşa,Şemsipaşa, 1 + 1 
214,40,50m²,20 ve üzeri,Kombi (Doğalgaz),14,2,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,800000,İstanbul,Esenyurt,Sultaniye, 1 + 0 
215,170,180m²,3,Kombi (Doğalgaz),3,4,,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,3300000,İstanbul,Zeytinburnu,Yeşiltepe, 4 + 1 
216,50,70m²,10-20 arası,Merkezi Sistem,Bahçe katı,5,Eşyalı (Mobilyalı),Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1850000,İstanbul,Ataşehir,İnönü, 1 + 1 
217,90,110m²,5,Kombi (Doğalgaz),3,40 ve üzeri,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,3000000,İstanbul,Bakırköy,Kartaltepe, 3 + 1 
218,135,155m²,10-20 arası,Kombi (Doğalgaz),13,16-20 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2399000,İstanbul,Beylikdüzü,Barış, 3 + 1 
219,190,200m²,4,Kombi (Doğalgaz),3,11-15 arası,,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2350000,İstanbul,Gaziosmanpaşa,Bağlarbaşı, 4 + 2 
220,140,155m²,4,Kombi (Doğalgaz),2,4,Sadece Beyaz Eşya,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2280000,İstanbul,Beylikdüzü,Kavaklı, 3 + 1 
221,110,140m²,10-20 arası,Merkezi Sistem (Isı Payı Ölçer),7,16-20 arası,,Mülk Sahibi,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,5870000,İstanbul,Ataşehir,Atatürk, 3 + 1 
222,125,150m²,20 ve üzeri,,4,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,10600000,İstanbul,Bahçelievler,Bahçelievler, 2 + 1 
223,85,100m²,5,Kombi (Doğalgaz),Yüksek Giriş,26-30 arası,,Kiracılı,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,10000000,İstanbul,Beşiktaş,Nisbetiye, 2 + 1 
224,140,150m²,10,Kombi (Doğalgaz),8,16-20 arası,Sadece Beyaz Eşya,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,2300000,İstanbul,Beylikdüzü,Adnan Kahveci, 3 + 1 
225,25,45m²,8,Merkezi Sistem (Isı Payı Ölçer),8,4,Eşyalı (Mobilyalı),Kiracılı,Evet,Evet,3992,17,,,,,,,,,,,,,,,,,,,,,,,1190000,İstanbul,Pendik,Yenişehir, 1 + 0 
226,125,150m²,20 ve üzeri,,2,0,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,10500000,İstanbul,Bahçelievler,Bahçelievler, 2 + 1 
227,147,225m²,3,Merkezi Sistem (Isı Payı Ölçer),Zemin Kat,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,42000000,İstanbul,Sarıyer,İstinye, 3 + 1 
228,65,80m²,4,Kombi (Doğalgaz),2,36-40 arası,,Kiracılı,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,,,2900000,İstanbul,Beşiktaş,Mecidiye, 2 + 1 
229,130,150m²,8,Kombi (Doğalgaz),4,16-20 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,2500000,İstanbul,Beylikdüzü,Barış, 3 + 1 
230,116,145m²,10-20 arası,,1,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,6400000,İstanbul,Küçükçekmece,Cumhuriyet, 3 + 1 
231,120,138m²,7,Merkezi Sistem (Isı Payı Ölçer),7,31-35 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,9950000,İstanbul,Beşiktaş,Etiler, 3 + 1 
232,70,85m²,20 ve üzeri,Kombi (Doğalgaz),7,4,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,885000,İstanbul,Esenyurt,Piri Reis, 1 + 1 
233,320,400m²,4,Klima,4,16-20 arası,Sadece Beyaz Eşya,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,27500000,İstanbul,Beşiktaş,Ortaköy, 4 + 2 
234,157,228m²,5,Yerden Isıtma,3,0,Eşyasız,,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,28500000,İstanbul,Beşiktaş,Levent, 3 + 1 
235,90,100m²,5,Kombi (Doğalgaz),Giriş Katı,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,,,1200000,İstanbul,Beylikdüzü,Yakuplu, 2 + 1 
